Symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,regularMarketPrice,logo_url
MARA,89144,Financial Services,3,"Marathon Digital Holdings, Inc. operates as a digital asset technology company that mines cryptocurrencies. The company was formerly known as Marathon Patent Group, Inc. and changed its name to Marathon Digital Holdings, Inc. in February 2021. Marathon Digital Holdings, Inc. was founded in 2010 and is headquartered in Las Vegas, Nevada.",Las Vegas,800 804 1690,NV,United States,[],http://www.marathondh.com,1,1180 North Town Center Drive,Capital Markets,43.1,41.59,12.964519,,0,,42.19,,19648600,,43.1,32.51353,,41.59,,19648600,,,,,,4.357529,,,37.08,2,USD,,14829452,,,,3603718912,,,38999049,1810.11,37.08,0,,800,14829452,49.41,31.966665,,,0.38,0,False,,1000,42.19,NCM,"Marathon Digital Holdings, Inc.","Marathon Digital Holdings, Inc.",America/New_York,EDT,False,-14400000,EQUITY,MARA,finmb_158387416,us_market,,985.651,,0,-522.609,,,1.2,,93944704,,,0.931,9184321,0.097799994,,1577750400,,-6365460,-0.397,,,41.203007,,1640908800,1601424000,0.3,1611878400,45938263,1962316032,,1554681600,1:4,,,,,1614297600,-2.35,,0.098900005,10467802,,,,41.59,
MRK,07033,Healthcare,73000,"Merck & Co., Inc. operates as a healthcare company worldwide. It operates through two segments, Pharmaceutical and Animal Health segments. The Pharmaceutical segment offers human health pharmaceutical products in the areas of oncology, hospital acute care, immunology, neuroscience, virology, cardiovascular, diabetes, and women's health, as well as and vaccine products. The Animal Health segment provides discovers, develops, manufactures, and markets a range of veterinary pharmaceuticals, vaccines, and health management solutions and services, as well as a suite of digitally connected identification, traceability, and monitoring products. The company has collaborations with AstraZeneca PLC; Bayer AG; Eisai Co., Ltd.; and Ridgeback Biotherapeutics. It serves drug wholesalers and retailers, hospitals, and government agencies; managed health care providers, such as health maintenance organizations, pharmacy benefit managers, and other institutions; and physicians and physician distributors, veterinarians, and animal producers. The company was founded in 1891 and is headquartered in Kenilworth, New Jersey.",Kenilworth,908 740 4000,NJ,United States,[],http://www.merck.com,1,2000 Galloping Hill Road,Drug Manufacturers—General,76.23,76.15,79.79274,0.032008395,0.8921,,77.17,,13530050,,76.23,75.13088,2.44,76.15,,13530050,,,,2.6,1615507200,0.432827,,,76.14,2,USD,27.629496,14974571,,,,194353856512,,,10948840,4.049545,76.14,77.46,,1800,14974571,87.8,10.550823,,2.94,65.25,76,False,0.0349,4000,77.17,NYQ,"Merck & Company, Inc.","Merck & Co., Inc.",America/New_York,EDT,True,-14400000,EQUITY,MRK,finmb_288502,us_market,,4.55,,0.14725,11.451,,,7.28,,2530319872,,,10.006,20384636,0.0081,,1609372800,0.75984,7066999808,2.78,,,7.6763945,0.00077,1672444800,1609372800,1.82,1611878400,2498787935,218362970112,,919209600,2:1,,,,,1614297600,1.34,,0.0081,18576792,,,,76.15,
MRNA,02139,Healthcare,1300,"Moderna, Inc., a biotechnology company, develops therapeutics and vaccines based on messenger RNA for the treatment of infectious diseases, immuno-oncology, rare diseases, cardiovascular diseases, and auto-immune diseases. As of March 9, 2021, the company had 13 programs in clinical trials and a total of 24 development programs in six modalities comprising prophylactic vaccines, cancer vaccines, intratumoral immuno-oncology, localized regenerative therapeutics, systemic secreted and cell surface therapeutics, and systemic intracellular therapeutics. The company has strategic alliances with AstraZeneca PLC, Merck & Co., Inc., Vertex Pharmaceuticals Incorporated, Vertex Pharmaceuticals (Europe) Limited, the Biomedical Advanced Research and Development Authority, the Defense Advanced Research Projects Agency, the National Institute of Allergy and Infectious Diseases, the National Institutes of Health, the Coalition for Epidemic Preparedness Innovations, and Bill & Melinda Gates Foundation. Moderna, Inc. also has collaborations with Lonza Ltd. for the manufacture of COVID-19 vaccine; and Catalent Inc., Laboratorios FarmacÃ©uticos Rovi, S.A., and Recipharm for fill-finish manufacturing of its COVID-19 vaccine candidate. The company was formerly known as Moderna Therapeutics, Inc. and changed its name to Moderna, Inc. in August 2018. Moderna, Inc. was founded in 2010 and is headquartered in Cambridge, Massachusetts.",Cambridge,617 714 6500,MA,United States,[],http://www.modernatx.com,1,200 Technology Square,Biotechnology,143.66,148.5,111.92215,,0,,157.74,,6737816,,143.66,157.23853,,148.5,,6737816,,,,,,1.473736,,,145.875,2,USD,,16991621,,,,54868021248,,,15669438,68.2952,145.875,0,,900,16991621,189.26,10.450101,,,24.36,0,False,,900,157.74,NMS,"Moderna, Inc.","Moderna, Inc.",America/New_York,EDT,False,-14400000,EQUITY,MRNA,finmb_128680956,us_market,,66.046,,-0.92987996,-72.498,,,14.93,,400524992,,,6.423,13289767,0.0332,,1609372800,0.52056,-747064000,-1.959,,,24.29083,0.10005,1672444800,1609372800,1.05,1611878400,335202797,53060886528,,,,,,,,1614297600,0.39,,0.0431,19978798,,,,148.5,
MRO,77056-2723,Energy,1672,"Marathon Oil Corporation operates as an independent exploration and production company in the United States and Equatorial Guinea. The company engages in the exploration, production, and marketing of crude oil and condensate, natural gas liquids, and natural gas; and the production and marketing of products manufactured from natural gas, such as liquefied natural gas and methanol, as well as owns and operates 32 central gathering and treating facilities and the Sugarloaf gathering system, a 42-mile natural gas pipeline through Karnes and Atascosa Counties. As of December 31, 2020, it had estimated proved developed reserves totaling 674 million barrels of oil equivalent (mmboe); and estimated proved undeveloped reserves totaling 298 mmboe. The company was formerly known as USX Corporation and changed its name to Marathon Oil Corporation in July 2001. Marathon Oil Corporation was founded in 1887 and is headquartered in Houston, Texas.",Houston,713 629 6600,TX,United States,[],http://www.marathonoil.com,1,5555 San Felipe Street,Oil & Gas E&P,12.05,11.75,6.6863704,0.004979253,,,11.83,,23849500,,12.05,9.965294,0.06,11.75,,23849500,,,,0.12,1613433600,3.36078,,,11.3205,2,USD,,21556076,,,,9508361216,,,28378077,3.0455995,11.3205,11.76,,3100,21556076,13.29,54.57143,,1.8,3.02,0,False,0.0098,900,11.83,NYQ,Marathon Oil Corporation,Marathon Oil Corporation,America/New_York,EDT,True,-14400000,EQUITY,MRO,finmb_314842,us_market,,4.588,,-0.46477002,8.924,,,0.21,,789075968,,,13.379,43685832,0.0554,,1609372800,0.70278,-1451000064,-1.832,,,0.8565663,0.00265,1672444800,1609372800,1.51,1611878400,722896185,14323365888,,1309478400,10000:5965,,,,,1614297600,-4.72,,0.0717,55050079,,,,11.75,
MSFT,98052-6399,Technology,163000,"Microsoft Corporation develops, licenses, and supports software, services, devices, and solutions worldwide. Its Productivity and Business Processes segment offers Office, Exchange, SharePoint, Microsoft Teams, Office 365 Security and Compliance, and Skype for Business, as well as related Client Access Licenses (CAL); Skype, Outlook.com, OneDrive, and LinkedIn; and Dynamics 365, a set of cloud-based and on-premises business solutions for small and medium businesses, large organizations, and divisions of enterprises. Its Intelligent Cloud segment licenses SQL and Windows Servers, Visual Studio, System Center, and related CALs; GitHub that provides a collaboration platform and code hosting service for developers; and Azure, a cloud platform. It also offers support services and Microsoft consulting services to assist customers in developing, deploying, and managing Microsoft server and desktop solutions; and training and certification to developers and IT professionals on various Microsoft products. Its More Personal Computing segment provides Windows original equipment manufacturer (OEM) licensing and other non-volume licensing of the Windows operating system; Windows Commercial, such as volume licensing of the Windows operating system, Windows cloud services, and other Windows commercial offerings; patent licensing; Windows Internet of Things; and MSN advertising. It also offers Surface, PC accessories, PCs, tablets, gaming and entertainment consoles, and other devices; Gaming, including Xbox hardware, and Xbox content and services; video games and third-party video game royalties; and Search, including Bing and Microsoft advertising. It sells its products through OEMs, distributors, and resellers; and directly through digital marketplaces, online stores, and retail stores. It has a strategic collaboration with DXC Technology. The company was founded in 1975 and is headquartered in Redmond, Washington.",Redmond,425-882-8080,WA,United States,[],http://www.microsoft.com,1,One Microsoft Way,Software—Infrastructure,234.81,236.28,220.06534,0.009113752,0.31149998,,240.05,,29431950,,234.81,236.92265,2.14,236.28,,29431950,,,,2.24,1613520000,0.812567,,,235.94,2,USD,35.442078,28092196,,,,1792861143040,,,29585888,11.696336,235.94,0,,800,28092196,246.13,29.419556,,1.68,132.52,0,False,0.0095,800,240.05,NMS,Microsoft Corporation,Microsoft Corporation,America/New_York,EDT,True,-14400000,EQUITY,MSFT,finmb_21835,us_market,,11.233,,0.33473998,24.018,,,8.08,,7560500224,,,17.259,41632106,0.0055,,1593475200,0.71844,51309998080,6.707,,,13.773104,0.00059,1656547200,1609372800,1.36,1611878400,7431118929,1721780666368,,1045526400,2:1,,,,0.327,1614297600,1.9,,0.0055,44533174,,,,236.28,
MU,83716-9632,Technology,40000,"Micron Technology, Inc. designs, manufactures, and sells memory and storage products worldwide. The company operates through four segments: Compute and Networking Business Unit, Mobile Business Unit, Storage Business Unit, and Embedded Business Unit. It offers memory and storage technologies, including DRAM, NAND, NOR, and 3D XPoint memory under the Micron and Crucial brands, as well as through private labels. The company provides memory products for the cloud server, enterprise, client, graphics, and networking markets, as well as for smartphone and other mobile-device markets; SSDs and component-level solutions for the enterprise and cloud, client, and consumer storage markets; other discrete storage products in component and wafer forms for the removable storage markets, as well as 3D XPoint memory products; and memory and storage products for the automotive, industrial, and consumer markets. It markets its products through its direct sales force, independent sales representatives, distributors, and retailers; and web-based customer direct sales channel, as well as through channel and distribution partners. Micron Technology, Inc. was founded in 1978 and is headquartered in Boise, Idaho.",Boise,208 368 4000,ID,United States,[],http://www.micron.com,1,8000 South Federal Way,Semiconductors,88.85,90.75,66.90696,,0,,94.68,,21183633,,88.85,85.67117,,90.75,,21183633,,,,,831427200,1.264897,,,90.11,2,USD,34.488873,28397704,,,,99393552384,,,18649150,4.5047836,90.11,0,,800,28397704,95.75,10.425313,,,31.13,0,False,,800,94.68,NMS,"Micron Technology, Inc.","Micron Technology, Inc.",America/New_York,EDT,True,-14400000,EQUITY,MU,finmb_289030,us_market,,4.644,,0.13592,11.078,,,8.77,,1118669952,,,35.727,18716010,0.0167,,1599091200,0.84314,2999000064,2.651,,,2.5591288,0.00189,1662163200,1606953600,1.16,1611878400,1115908373,102461136896,,957225600,2:1,,,,0.635,1614297600,0.68,,0.0168,21041745,,,,90.75,
NCLH,33126,Consumer Cyclical,34300,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in the North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers itineraries ranging from three days to a 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, India and the rest of Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, South America, the Panama Canal, and the Caribbean. As of December 31, 2020, the company had 28 ships with approximately 59,150 berths. It distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. The company was founded in 1966 and is based in Miami, Florida.",Miami,305 436 4000,FL,United States,[],http://www.nclhltd.com,1,7665 Corporate Center Drive,Travel Services,31.56,31.62,22.198296,,0,,31.61,,27020366,,31.56,27.033236,,31.62,,27020366,,,,,,2.903575,,,29.765,2,USD,,20525529,,,,10935931904,,,20431918,8.544312,29.765,0,,1400,20525529,34.49,49.34426,,,7.03,0,False,,1200,31.61,NYQ,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,America/New_York,EDT,True,-14400000,EQUITY,NCLH,finmb_4180463,us_market,,14.595,,0,-16.806,,,0.61,,363320000,,,13.795,40730847,0.129,,1609372800,0.46283,-4012514048,-15.752,,,2.18195,0.0068800002,1672444800,1609372800,2.07,1611878400,314172704,18680795136,,,,,,,,1614297600,0.22,,0.1401,42943539,,,,31.62,
NIO,201804,Consumer Cyclical,,"NIO Limited designs, manufactures, and sells electric vehicles in the People's Republic of China, Hong Kong, the United States, the United Kingdom, and Germany. The company offers five, six, and seven-seater electric SUVs. It is also involved in the provision of energy and service packages to its users; marketing, design, and technology development activities; manufacture of e-powertrains, battery packs, and components; and sales and after sales management activities. In addition, the company offers charging solutions, including Power Home, a home charging solution; Power Swap, a battery swapping service; Power Mobile, a mobile charging service through charging trucks; Public Charger, a public fast charging solution; and Power Express, a 24-hour on-demand pick-up and drop-off charging service. Further, it provides value-added services, such as statutory and third-party liability insurance, and vehicle damage insurance through third-party insurers; repair and routine maintenance services; courtesy car services during lengthy repairs and maintenance; and roadside assistance, as well as data packages. NIO Limited has a strategic collaboration with Mobileye N.V. for the development of automated and autonomous vehicles; and collaboration agreements with various manufacturers for the manufacture of ES8, a six or seven-seater high-performance electric SUV. The company was formerly known as NextEV Inc. and changed its name to NIO Limited in July 2017. NIO Limited was founded in 2014 and is headquartered in Shanghai, China.",Shanghai,86 21 6908 2018,,China,[],http://www.nio.com,1,Building 20,Auto Manufacturers,44.93,45.04,40.88652,,0,,45.66,,138298366,,44.93,51.69706,,45.04,,138298366,,,,,,2.725578,,,43.17,2,USD,,83903292,,,,70930202624,,,112859927,,43.17,0,,1100,83903292,66.99,-624,,,2.11,0,False,,1300,45.66,NYQ,NIO Inc.,NIO Limited,America/New_York,EDT,False,-14400000,EQUITY,NIO,finmb_311626862,us_market,,,,-0.34511003,,,,-0.07,,1558909952,,,6.078,48084071,0.0308,,1609372800,0.36334,,-44.102,,,7.1865745,0.00562,1672444800,1609372800,0.66,1611878400,1132879291,63860019200,,,,,,,,1614297600,4527.53,,,53209092,,,,45.04,
NKLA,85040,Consumer Cyclical,450,"Nikola Corporation provides integrated zero-emissions transportation solutions. It designs and manufactures battery-electric and hydrogen-electric vehicles, electric vehicle drivetrains, vehicle components, energy storage systems, and hydrogen fueling station infrastructure. Nikola Corporation was founded in 2015 and is headquartered in Phoenix, Arizona.",Phoenix,480 666 1038,AZ,United States,[],http://www.nikolamotor.com,1,4141 East Broadway Road,Auto Manufacturers,17.06,16.36,22.279888,,0,,16.39,,10000150,,17.06,20.56956,,16.36,,10000150,,,,,,,,,15.6005,2,USD,,14322062,,,,6670916608,,,15043347,70220.17,15.6005,0,,1800,14322062,93.99,,,,10.42,0,False,,3100,16.39,NMS,Nikola Corporation,Nikola Corporation,America/New_York,EDT,False,-14400000,EQUITY,NKLA,finmb_590935798,us_market,,61734.848,,0,-16.187,,,,,391945984,,,,30547637,0.0779,,1609372800,0.13734001,-397720992,,,,,0.62389,1672444800,1609372800,2.28,1611878400,181423927,5864810496,,,,,,,,1614297600,-0.77,,,38487218,,,,16.36,
NNDM,7403635,Technology,92,"Nano Dimension Ltd., together with its subsidiaries, provides additive electronics in Israel and internationally. Its flagship product is the proprietary DragonFly lights-out digital manufacturing (LDM) system, a precision system that produces professional multilayer circuit-boards, radio frequency antennas, sensors, conductive geometries, and molded connected devices for prototyping through custom additive manufacturing. The company also provides nanotechnology based conductive and dielectric inks; and DragonFly and Switch software to manage the design file and printing process. It markets and sells products and services to companies that develop products with electronic components, including companies in the defense, automotive, consumer electronics, semiconductor, aerospace, and medical industries, as well as research institutes. The company was founded in 2012 and is headquartered in Ness Ziona, Israel.",Ness Ziona,972 7 375 09142,,Israel,[],http://www.nano-di.com,1,Ness-Ziona Science Park,Computer Hardware,11.49,11.44,7.0332594,,0,,11.5699,,34500600,,11.49,12.599706,,11.44,,34500600,,,,,,2.522751,,,10.01,2,USD,,25506697,,,,2560378368,,,34926788,753.274,10.01,0,,1300,25506697,17.89,-39.576923,,,0.51,0,False,,900,11.5699,NCM,Nano Dimension Ltd.,Nano Dimension Ltd.,America/New_York,EDT,False,-14400000,EQUITY,NNDM,finmb_268296316,us_market,,644.837,,0,-63.252,,,-0.26,,248822000,,,3.877,10404184,0.0418,,1609372800,0.06507,-48494000,-1.129,,,2.654114,0,1672444800,1609372800,0.35,1611878400,246809521,2191802368,,1571702400,1:10,,,,,1614297600,,,,14067171,,,,11.44,
NOK,02610,Technology,92039,"Nokia Corporation provides mobile and fixed network solutions worldwide. The company operates through four segments: Mobile Networks, Network Infrastructure, Cloud and Network Services, and Nokia Technologies. It focuses on mobile radio including macro radio, small cells, and cloud native radio solutions for communications service providers and enterprises; and provides network planning and optimization, network implementation, and systems integration, as well as company-wide managed services. The company also offers fixed networking solutions, such as copper and fiber access products, solutions, and services. In addition, it provides network infrastructure and professional services for mobile networks; and managed services for the fixed, mobile, Internet protocol (IP), and optical domains. Further, the company offers network planning, implementation, operation, and maintenance services. Additionally, it provides IP/optical networking solutions, including IP routing and optical transport systems, software, and services; software solutions, such as customer experience management, network operations and management, communications and collaborations, and policy and charging, as well as cloud, IoT, security, and analytics platforms; and submarine networks and radiofrequency systems. Nokia Corporation was founded in 1865 and is headquartered in Espoo, Finland.",Espoo,358 1044 88000,,Finland,[],http://www.nokia.com,1,Karakaari 7,Communication Equipment,4.3,4.32,4.073037,0.051395345,0,,4.35,,45240250,,4.3,4.2544117,0.221,4.32,,45240250,,,,,1564358400,0.477861,,,4.19,4,USD,,36821754,,,,23829774336,,,96705557,,4.19,4.28,,36200,36821754,9.79,15.142857,,,2.34,0,False,,800,4.35,NYQ,Nokia Corporation Sponsored,Nokia Corporation,America/New_York,EDT,False,-14400000,EQUITY,NOK,finmb_205573,us_market,,,,-0.11545999,,,,0.28,,5617059840,,,3.119,41223801,0.0073,,1609372800,0.047069997,,-0.192,,,1.35941,8.0000005e-05,1672444800,1609372800,0.3,1611878400,4631681924,23818184704,,955411200,4:1,,,,,1614297600,1.7,,,56837102,,,,4.32,
ON,85008,Technology,31000,"ON Semiconductor Corporation, together with its subsidiaries, manufactures and sells semiconductor components for various electronic devices worldwide. The company operates in three segments: Power Solutions Group (PSG), Advanced Solutions Group (ASG), and Intelligent Sensing Group (ISG). The PSG segment offers analog, discrete, module, and integrated semiconductor products for various applications, such as power switching, power conversion, signal conditioning, circuit protection, signal amplification, and voltage regulation functions. The ASG segment designs and develops analog, mixed-signal, logic, ASSPs and ASICs, Wi-Fi, and power solutions. It also provides trusted foundry and design services for government customers; and manufacturing services. The ISG segment offers complementary metal oxide semiconductors image sensors; proximity sensors; image signal processors; single photon detectors, including SiPM and SPAD arrays; radars; and actuator drivers for autofocus and image stabilization for a range of customers in automotive, industrial, medical, aerospace/defense, communications, networking, wireless, consumer, and computing markets. The company serves original equipment manufacturers, distributors, and electronic manufacturing service providers. ON Semiconductor Corporation was incorporated in 1992 and is headquartered in Phoenix, Arizona.",Phoenix,602 244 6600,AZ,United States,[],http://www.onsemi.com,1,5005 East McDowell Road,Semiconductors,39.27,39.55,30.524519,,0,,41.65,,7404666,,39.27,38.801765,,39.55,,7404666,,,,,,1.975622,,,39.31,2,USD,72.60714,11908925,,,,16747080704,,,7113306,3.1868849,39.31,0,,1400,11908925,42.38,20.535353,,,8.17,0,False,,2900,41.65,NMS,ON Semiconductor Corporation,ON Semiconductor Corporation,America/New_York,EDT,True,-14400000,EQUITY,ON,finmb_411950,us_market,,3.569,,0.04457,17.973,,,1.98,,411880992,,,8.592,31100128,0.075500004,,1609372800,1.02176,234200000,0.56,,,4.732309,0.009649999,1672444800,1609372800,3.97,1611878400,406217706,18752669696,,1394668800,10:1,,,,0.575,1614297600,3.6,,0.0851,30440887,,,,39.55,
OPEN,85281,Real Estate,1048,"Opendoor Technologies Inc. operates a digital platform for residential real estate in the United States. Its platform enables consumers to buy and sell a home online. The company was incorporated in 2013 and is based in Tempe, Arizona.",Tempe,415 896 6737,AZ,United States,[],http://www.opendoor.com,1,410 N. Scottsdale Road,Real Estate Services,28.81,28.65,22.76774,,0,,30.0399,,9727050,,28.81,28.290735,,28.65,,9727050,,,,,,,,,26.45,2,USD,,12390810,,,,15804503040,,,9016120,6.1183753,26.45,0,,900,12390810,39.24,,,,10.55,0,False,,1300,30.0399,NMS,Opendoor Technologies Inc,Opendoor Technologies Inc.,America/New_York,EDT,False,-14400000,EQUITY,OPEN,finmb_273515631,us_market,,6.085,,-0.11101,-133.823,,,,,577228032,,,,8806307,0.0153,,1609372800,0.31016,-286760000,,,,,0.21215999,1672444800,1609372800,0.8,1611878400,356836341,15718755328,,,,,,,,1614297600,,,0.0202,11642152,,,,28.65,
ORCL,94065,Technology,135000,"Oracle Corporation provides products and services that address enterprise information technology environments worldwide. The company's cloud and license business engages in the sale, marketing, and delivery of its applications and infrastructure technologies through cloud and on-premise deployment models, including cloud services and license support; and cloud license and on-premise license. Its cloud software as a service offerings include a suite of cloud software applications, including enterprise resource planning (ERP), enterprise and performance management, supply chain management, human capital management, and customer experience cloud-based industry solutions, as well as NetSuite application suite, a cloud-based ERP solution. The company also provides cloud infrastructure as a service; enterprise database; database products, including MySQL, Oracle TimesTen In-Memory Database, Oracle Berkeley DB, and Oracle NoSQL Database; middleware software; Java licenses; server and storage products; hardware products and services comprising point-of-sale terminals and related hardware for managing businesses within the food and beverage, hotel and retail industries; and hardware products and services for communications networks, including network signaling, policy control and subscriber data management solutions, and session border control technology. In addition, it offers operating systems, including Oracle Linux and Oracle Solaris, virtualization software, and other hardware-related software; management technologies and products, such as Oracle Enterprise Manager; and product repairs, maintenance services, and technical support services. It also serves various industries, government agencies, and educational institutions. The company was founded in 1977 and is headquartered in Redwood City, California.",Redwood City,650-506-7000,CA,United States,[],http://www.oracle.com,1,500 Oracle Parkway,Software—Infrastructure,67.73,68,60.995853,0.014173925,0.23020001,,68.07,,20049650,,67.73,64.71353,0.96,68,,20049650,,,,1.28,1609891200,0.787648,,,66.68,2,USD,15.99665,13847217,,,,192764641280,,,12201022,4.856633,66.68,67.5,,1200,13847217,73.62,13.927082,,1.56,42.56,0,False,0.0191,1100,68.07,NYQ,Oracle Corporation,Oracle Corporation,America/New_York,EDT,True,-14400000,EQUITY,ORCL,finmb_22247,us_market,,5.781,,0.32325,13.002,,,4.8,,2944029952,,,3.074,32071334,0.0109,,1590883200,0.49830002,12830000128,4.179,,,21.74691,0.38913,1653955200,1614470400,2.97,1611878400,1737589356,229463818240,,971395200,2:1,,,,0.953,1614297600,1.25,,0.0178,24454602,,,,68,
OXY,77046-0521,Energy,11800,"Occidental Petroleum Corporation, together with its subsidiaries, engages in the acquisition, exploration, and development of oil and gas properties in the United States, the Middle East, Africa, and Latin America. The company operates through three segments: Oil and Gas, Chemical, and Marketing and Midstream. The company's Oil and Gas segment explores for, develops, and produces oil and condensate, natural gas liquids (NGLs), and natural gas. Its Chemical segment manufactures and markets basic chemicals, including chlorine, caustic soda, chlorinated organics, potassium chemicals, ethylene dichloride, chlorinated isocyanurates, sodium silicates, and calcium chloride; vinyls comprising vinyl chloride monomer, polyvinyl chloride, and ethylene. The company's Midstream and Marketing segment gathers, processes, transports, stores, purchases, and markets oil, condensate, NGLs, natural gas, carbon dioxide, and power. This segment also trades around its assets consisting of transportation and storage capacity; and invests in entities. Occidental Petroleum Corporation was founded in 1920 and is headquartered in Houston, Texas.",Houston,713 215 7000,TX,United States,[],http://www.oxy.com,1,5 Greenway Plaza,Oil & Gas E&P,29.3,28.6,17.18674,0.02798635,,,29.24,,21362966,,29.3,25.821177,0.82,28.6,,21362966,,,,0.04,1615248000,2.479414,,,27.79,2,USD,,16814077,,,,26241904640,,,21288874,1.4735192,27.79,28.83,,1400,16814077,32.52,-26.083332,,6.9,8.52,28.2,False,0.0013,900,29.24,NYQ,Occidental Petroleum Corporatio,Occidental Petroleum Corporation,America/New_York,EDT,True,-14400000,EQUITY,OXY,finmb_293286,us_market,,4.161,,-0.83278,10.801,,,-1.08,,931209024,,,9.459,27965355,0.03,,1609372800,0.68786,-14376999936,-17.063,,,2.9781163,0.00226,1672444800,1609372800,1.47,1611878400,928946365,74105552896,,1456358400,10000:9983,,,,,1614297600,4.7,,0.033299997,28698880,,,,28.6,
PBR,20031-912,Energy,49050,"PetrÃ³leo Brasileiro S.A. - Petrobras produce and sells oil and gas in Brazil and internationally. It engages in prospecting, drilling, refining, processing, trading, and transporting crude oil from producing onshore and offshore oil fields, and shale or other rocks, as well as oil products, natural gas, and other liquid hydrocarbons. The company operates through Exploration and Production; Refining, Transportation and Marketing; Gas and Power; and Corporate and Other Businesses segments. The Exploration and Production segment explores for, develops, and produces crude oil, natural gas liquids, and natural gas primarily for supplies to the its domestic refineries. The Refining, Transportation and Marketing segment is involved in the refining, logistics, transport, and trading of crude oil and oil products; exportation of ethanol; and extraction and processing of shale, as well as holding interests in petrochemical companies. The Gas and Power segment engages in the logistic and trading of natural gas and liquid natural gas; generation of electricity through thermoelectric power plants; holding interests in transportation and distribution of natural gas; and fertilizer business operations. The Corporate and Other Businesses segment produces biodiesel and its co-products, and ethanol; and distributes oil products. PetrÃ³leo Brasileiro S.A. - Petrobras was founded in 1953 and is headquartered in Rio de Janeiro, Brazil.",Rio De Janeiro,55 21 3224 4477,RJ,Brazil,[],http://petrobras.com.br/pt,1,"Avenida RepUblica do Chile, 65",Oil & Gas Integrated,8.19,8.27,9.108,,0.52099997,,8.28,,45333016,,8.19,9.315883,,8.27,,45333016,,,,0.29,1595462400,1.89752,,,8.07,2,USD,,25191375,,,,53755269120,,,37620355,,8.07,0,,39400,25191375,11.89,6.488,,,4.01,0,False,0.0357,21500,8.28,NYQ,Petroleo Brasileiro S.A.- Petro,Petróleo Brasileiro S.A. - Petrobras,America/New_York,EDT,False,-14400000,EQUITY,PBR,finmb_409268,us_market,,,,0.02935,,,,1.25,,6522250240,,,,19687130,0.003,,1609372800,0.17407,,,,,,4.0000003e-05,1672444800,1609372800,0.43,1611878400,4125293870,53416005632,,1210204800,2:1,,,,6.346,1614297600,-0.38,,,34375941,,,,8.27,
